product_id,category,regime,stock_qty,days_without_sale,suggested_discount,last_sale_date
19108,UNDERWARE,commodity,1,405,30%,2018-12-12
19130,VESTUARIO,fashion,1,419,30%,2018-10-26
19134,VESTUARIO,fashion,1,454,30%,2018-11-14
19141,VESTUARIO,fashion,1,362,30%,2018-12-12
19145,VESTUARIO,fashion,1,600,30%,2018-11-09
19146,VESTUARIO,fashion,1,435,30%,2018-12-09
19166,VESTUARIO,fashion,1,375,30%,2018-12-06
19167,VESTUARIO,fashion,1,559,30%,2018-12-10
19168,VESTUARIO,fashion,1,529,30%,2018-12-06
19583,VESTUARIO,fashion,1,387,30%,2018-12-07
19632,VESTUARIO,fashion,1,419,30%,2018-11-03
19641,VESTUARIO,fashion,1,384,30%,2018-11-17
19812,LINHA NOITE,seasonal,1,373,30%,2018-11-30
19851,FITNESS,commodity,1,413,30%,2018-11-17
19860,MODA PRAIA,seasonal,1,435,30%,2018-11-17
19863,UNDERWARE,commodity,1,414,30%,2018-11-06
19888,MODA PRAIA,seasonal,1,558,30%,2018-12-10
19893,MODA PRAIA,seasonal,1,519,30%,2018-11-30
19938,MODA PRAIA,seasonal,1,383,30%,2018-12-12
19939,MODA PRAIA,seasonal,1,589,30%,2018-12-10
19955,LINHA NOITE,seasonal,1,410,30%,2018-12-07
19956,LINHA NOITE,seasonal,1,508,30%,2018-11-10
19966,LINHA NOITE,seasonal,1,393,30%,2018-11-14
19967,LINHA NOITE,seasonal,1,631,30%,2018-11-12
19970,LINHA NOITE,seasonal,1,501,30%,2018-11-14
20048,EROTICA,commodity,1,482,30%,2018-11-03
20105,MODA PRAIA,seasonal,2,436,30%,2018-12-10
20108,MODA PRAIA,seasonal,1,410,30%,2018-10-26
20109,MODA PRAIA,seasonal,25,433,30%,2018-10-26
20110,MODA PRAIA,seasonal,3,368,30%,2018-12-04
20111,MODA PRAIA,seasonal,3,514,30%,2018-11-06
20113,UNDERWARE,commodity,4,392,30%,2018-12-04
20116,UNDERWARE,commodity,3,577,30%,2018-11-03
20121,UNDERWARE,commodity,1,617,30%,2018-12-11
20123,MODA PRAIA,commodity,3,743,30%,2018-11-12
20124,MODA PRAIA,commodity,1,521,30%,2018-12-07
20131,MODA PRAIA,commodity,2,440,30%,2018-11-30
20133,MODA PRAIA,commodity,1,411,30%,2018-12-06
20138,MODA PRAIA,commodity,4,426,30%,2018-11-05
20139,MODA PRAIA,commodity,3,392,30%,2018-11-17
20149,MODA PRAIA,commodity,1,395,30%,2018-11-12
20153,MODA PRAIA,commodity,1,504,30%,2018-11-07
20157,MODA PRAIA,commodity,1,434,30%,2018-12-01
20167,MODA PRAIA,commodity,1,666,30%,2018-12-07
20168,MODA PRAIA,commodity,2,387,30%,2018-11-17
20169,MODA PRAIA,commodity,1,492,30%,2018-11-24
20173,MODA PRAIA,commodity,1,357,30%,2018-12-12
20174,MODA PRAIA,commodity,2,373,30%,2018-12-10
20175,MODA PRAIA,commodity,1,422,30%,2018-12-12
20176,MODA PRAIA,commodity,1,459,30%,2018-12-08
20177,MODA PRAIA,commodity,1,490,30%,2018-11-12
20178,MODA PRAIA,commodity,1,527,30%,2018-11-12
20187,MODA PRAIA,commodity,1,547,30%,2018-11-23
20189,MODA PRAIA,commodity,2,440,30%,2018-11-24
20239,UNDERWARE,commodity,5,364,30%,2018-12-06
20297,UNDERWARE,commodity,1,463,30%,2018-12-08
20298,UNDERWARE,commodity,1,559,30%,2018-12-08
20301,UNDERWARE,commodity,1,446,30%,2018-12-07
20302,UNDERWARE,commodity,2,385,30%,2018-12-08
20317,LINHA NOITE,commodity,1,430,30%,2018-12-11
20331,LINHA NOITE,commodity,1,362,30%,2018-12-07
20332,LINHA NOITE,commodity,1,454,30%,2018-11-26
20333,LINHA NOITE,commodity,1,647,30%,2018-11-21
20338,LINHA NOITE,commodity,1,485,30%,2018-12-07
20339,LINHA NOITE,commodity,1,464,30%,2018-11-01
20346,VESTUARIO,fashion,1,431,30%,2018-10-23
20348,VESTUARIO,fashion,1,408,30%,2018-10-22
20357,FITNESS,commodity,2,537,30%,2018-11-22
20362,VESTUARIO,fashion,1,612,30%,2018-11-12
20364,VESTUARIO,fashion,1,433,30%,2018-11-12
20365,VESTUARIO,fashion,1,455,30%,2018-11-06
20366,VESTUARIO,fashion,1,499,30%,2018-11-19
20372,VESTUARIO,fashion,1,391,30%,2018-11-08
20501,MODA PRAIA,commodity,1,431,30%,2018-10-20
20504,MODA PRAIA,commodity,1,359,30%,2018-12-08
20506,MODA PRAIA,commodity,1,481,30%,2018-12-01
20510,MODA PRAIA,commodity,1,494,30%,2018-12-01
20511,MODA PRAIA,commodity,2,374,30%,2018-12-07
20514,MODA PRAIA,commodity,3,584,30%,2018-12-01
20515,MODA PRAIA,commodity,2,445,30%,2018-12-07
20516,MODA PRAIA,seasonal,1,647,30%,2018-11-03
20519,MODA PRAIA,seasonal,1,435,30%,2018-11-09
20524,MODA PRAIA,seasonal,1,406,30%,2018-10-22
20525,MODA PRAIA,commodity,1,383,30%,2018-11-13
20526,MODA PRAIA,commodity,1,431,30%,2018-11-23
20529,MODA PRAIA,commodity,1,395,30%,2018-11-12
20544,UNDERWARE,commodity,2,455,30%,2018-11-27
20554,UNDERWARE,commodity,1,500,30%,2018-10-27
20557,UNDERWARE,commodity,1,394,30%,2018-11-29
20558,UNDERWARE,commodity,5,423,30%,2018-10-27
20576,UNDERWARE,commodity,1,359,30%,2018-12-09
20578,UNDERWARE,commodity,1,414,30%,2018-11-24
20581,UNDERWARE,commodity,1,518,30%,2018-11-08
20586,UNDERWARE,commodity,1,395,30%,2018-11-24
20593,UNDERWARE,commodity,1,414,30%,2018-12-06
20602,UNDERWARE,commodity,1,457,30%,2018-12-07
20605,UNDERWARE,commodity,1,475,30%,2018-12-06
20620,VESTUARIO,fashion,2,419,30%,2018-11-23
20627,VESTUARIO,fashion,1,472,30%,2018-11-28
20634,VESTUARIO,fashion,1,402,30%,2018-12-01
20643,VESTUARIO,fashion,1,605,30%,2018-11-29
20644,VESTUARIO,fashion,1,591,30%,2018-12-01
20661,VESTUARIO,fashion,1,404,30%,2018-11-22
20676,FITNESS,commodity,1,474,30%,2018-11-05
20684,VESTUARIO,fashion,2,425,30%,2018-11-06
20687,FITNESS,commodity,1,438,30%,2018-11-05
20697,VESTUARIO,fashion,1,503,30%,2018-12-07
20717,VESTUARIO,fashion,1,513,30%,2018-11-29
20920,UNDERWARE,commodity,1,408,30%,2018-12-08
20925,UNDERWARE,commodity,1,391,30%,2018-12-09
20928,UNDERWARE,commodity,1,363,30%,2018-12-12
20966,UNDERWARE,commodity,1,448,30%,2018-11-10
20967,UNDERWARE,commodity,1,445,30%,2018-10-29
21012,MODA PRAIA,commodity,1,415,30%,2018-11-24
21013,MODA PRAIA,commodity,3,419,30%,2018-11-12
21015,VESTUARIO,fashion,1,444,30%,2018-11-27
21054,LINHA NOITE,commodity,1,725,30%,2018-11-30
21060,LINHA NOITE,seasonal,2,397,30%,2018-11-10
21062,LINHA NOITE,seasonal,2,430,30%,2018-12-06
21065,LINHA NOITE,seasonal,2,445,30%,2018-11-27
21066,LINHA NOITE,seasonal,2,409,30%,2018-11-16
21069,LINHA NOITE,seasonal,1,690,30%,2018-12-06
21315,MODA PRAIA,commodity,4,390,30%,2018-12-04
21317,MODA PRAIA,commodity,1,384,30%,2018-12-07
21319,MODA PRAIA,commodity,1,413,30%,2018-12-01
21320,MODA PRAIA,commodity,7,472,30%,2018-10-30
21321,MODA PRAIA,commodity,1,359,30%,2018-12-08
21328,MODA PRAIA,commodity,1,411,30%,2018-10-30
21339,MODA PRAIA,commodity,1,371,30%,2018-12-12
21343,MODA PRAIA,commodity,1,431,30%,2018-12-10
21348,MODA PRAIA,commodity,3,642,30%,2018-11-12
21350,MODA PRAIA,commodity,1,463,30%,2018-11-01
21351,MODA PRAIA,commodity,1,627,30%,2018-12-04
21355,MODA PRAIA,commodity,1,658,30%,2018-11-27
21369,FITNESS,commodity,1,412,30%,2018-10-24
21371,FITNESS,commodity,1,443,30%,2018-10-24
21373,FITNESS,commodity,1,403,30%,2018-11-16
21377,VESTUARIO,fashion,1,725,30%,2018-11-30
21396,VESTUARIO,fashion,1,399,30%,2018-12-01
21420,VESTUARIO,fashion,1,432,30%,2018-12-06
21422,VESTUARIO,fashion,1,411,30%,2018-11-14
21776,EROTICA,commodity,1,355,30%,2018-12-11
21796,MODA PRAIA,seasonal,1,488,30%,2018-10-20
21798,MODA PRAIA,seasonal,1,563,30%,2018-12-10
21804,MODA PRAIA,commodity,2,472,30%,2018-12-05
21805,MODA PRAIA,commodity,3,366,30%,2018-11-30
21847,LINHA NOITE,seasonal,3,444,30%,2018-11-09
21851,MODA PRAIA,commodity,1,559,30%,2018-12-08
21852,MODA PRAIA,commodity,2,409,30%,2018-11-07
21853,MODA PRAIA,commodity,1,431,30%,2018-11-24
21857,MODA PRAIA,commodity,1,392,30%,2018-12-05
21858,MODA PRAIA,commodity,2,431,30%,2018-12-08
21859,MODA PRAIA,commodity,1,596,30%,2018-12-03
21860,MODA PRAIA,commodity,1,444,30%,2018-12-10
21861,MODA PRAIA,commodity,1,410,30%,2018-11-30
21862,MODA PRAIA,commodity,4,608,30%,2018-12-12
21863,MODA PRAIA,commodity,1,383,30%,2018-12-06
21865,MODA PRAIA,commodity,2,530,30%,2018-12-12
21870,MODA PRAIA,commodity,2,725,30%,2018-11-30
21871,MODA PRAIA,commodity,2,474,30%,2018-11-14
21873,MODA PRAIA,commodity,1,620,30%,2018-12-12
21875,MODA PRAIA,commodity,1,412,30%,2018-11-07
21878,MODA PRAIA,commodity,1,428,30%,2018-11-16
21920,MODA PRAIA,commodity,3,411,30%,2018-11-06
21921,MODA PRAIA,commodity,8,363,30%,2018-12-12
21922,MODA PRAIA,commodity,3,456,30%,2018-12-10
21925,MODA PRAIA,commodity,3,615,30%,2018-12-12
21927,MODA PRAIA,commodity,1,398,30%,2018-12-05
21949,MODA PRAIA,commodity,1,391,30%,2018-11-22
21950,MODA PRAIA,commodity,16,384,30%,2018-12-12
21996,MODA PRAIA,commodity,1,433,30%,2018-10-20
22000,MODA PRAIA,seasonal,1,396,30%,2018-12-01
22001,MODA PRAIA,seasonal,1,715,30%,2018-12-10
22045,UNDERWARE,commodity,1,382,30%,2018-12-01
22047,UNDERWARE,commodity,8,659,30%,2018-12-03
22048,UNDERWARE,commodity,1,429,30%,2018-11-30
22049,UNDERWARE,commodity,1,441,30%,2018-11-30
22298,VESTUARIO,fashion,2,545,30%,2018-11-24
22332,MODA PRAIA,commodity,1,509,30%,2018-12-12
22333,MODA PRAIA,commodity,1,460,30%,2018-12-12
22335,MODA PRAIA,commodity,1,517,30%,2018-12-01
22336,MODA PRAIA,commodity,1,515,30%,2018-12-08
22339,UNDERWARE,commodity,2,361,30%,2018-12-08
22346,MODA PRAIA,commodity,1,631,30%,2018-10-20
22353,MODA PRAIA,commodity,2,530,30%,2018-11-17
22356,MODA PRAIA,commodity,1,480,30%,2018-11-20
22358,MODA PRAIA,commodity,1,557,30%,2018-11-03
22371,UNDERWARE,commodity,3,377,30%,2018-12-10
22372,UNDERWARE,commodity,1,435,30%,2018-12-06
22373,UNDERWARE,commodity,12,556,30%,2018-10-27
22376,UNDERWARE,commodity,3,397,30%,2018-11-17
22378,UNDERWARE,commodity,2,429,30%,2018-12-08
22380,UNDERWARE,commodity,1,449,30%,2018-12-12
22386,UNDERWARE,commodity,1,365,30%,2018-12-08
22387,UNDERWARE,commodity,2,632,30%,2018-11-26
22388,UNDERWARE,commodity,1,476,30%,2018-11-21
22389,UNDERWARE,commodity,1,373,30%,2018-11-24
22705,UNDERWARE,commodity,3,399,30%,2018-12-08
22706,UNDERWARE,commodity,2,490,30%,2018-12-02
22707,UNDERWARE,commodity,2,388,30%,2018-11-14
22714,UNDERWARE,commodity,1,368,30%,2018-12-02
22715,UNDERWARE,commodity,2,375,30%,2018-12-01
22726,UNDERWARE,commodity,1,405,30%,2018-12-12
22727,UNDERWARE,commodity,1,371,30%,2018-12-02
22732,UNDERWARE,commodity,2,377,30%,2018-11-30
22734,UNDERWARE,commodity,1,385,30%,2018-12-07
22745,UNDERWARE,commodity,2,433,30%,2018-11-22
22746,UNDERWARE,commodity,1,458,30%,2018-12-02
22747,UNDERWARE,commodity,1,684,30%,2018-12-02
22754,UNDERWARE,commodity,2,392,30%,2018-12-10
22760,UNDERWARE,commodity,3,393,30%,2018-11-21
22787,VESTUARIO,commodity,1,461,30%,2018-12-03
22817,LINHA NOITE,commodity,1,630,30%,2018-12-06
23002,MODA PRAIA,commodity,1,459,30%,2018-10-20
23007,MODA PRAIA,commodity,1,477,30%,2018-11-03
23008,MODA PRAIA,commodity,1,392,30%,2018-11-16
23009,MODA PRAIA,commodity,1,425,30%,2018-10-23
23011,MODA PRAIA,commodity,1,434,30%,2018-12-05
23015,MODA PRAIA,commodity,1,512,30%,2018-10-20
23020,MODA PRAIA,commodity,1,453,30%,2018-12-07
23021,MODA PRAIA,commodity,2,468,30%,2018-11-24
23032,MODA PRAIA,commodity,1,406,30%,2018-12-02
23033,MODA PRAIA,commodity,2,752,30%,2018-11-03
23034,MODA PRAIA,commodity,1,381,30%,2018-12-11
23036,UNDERWARE,commodity,1,630,30%,2018-10-23
23063,UNDERWARE,commodity,1,469,30%,2018-11-01
23126,VESTUARIO,fashion,1,368,30%,2018-12-07
23133,VESTUARIO,fashion,1,393,30%,2018-12-07
23139,VESTUARIO,fashion,1,391,30%,2018-12-10
23148,VESTUARIO,fashion,1,494,30%,2018-12-06
23160,VESTUARIO,fashion,1,430,30%,2018-12-06
23163,VESTUARIO,fashion,1,469,30%,2018-12-08
23425,UNDERWARE,commodity,2,520,30%,2018-10-20
23436,UNDERWARE,commodity,4,392,30%,2018-11-21
23459,VESTUARIO,fashion,1,444,30%,2018-11-03
23460,VESTUARIO,fashion,1,538,30%,2018-12-01
23461,VESTUARIO,fashion,1,439,30%,2018-11-21
23698,VESTUARIO,fashion,1,421,30%,2018-12-01
23912,LINHA NOITE,seasonal,1,436,30%,2018-11-03
23918,MODA PRAIA,commodity,1,713,30%,2018-12-12
23919,MODA PRAIA,commodity,1,367,30%,2018-12-10
23920,MODA PRAIA,commodity,1,432,30%,2018-12-10
23922,MODA PRAIA,commodity,1,398,30%,2018-12-03
23944,LINHA NOITE,commodity,1,410,30%,2018-11-29
24354,MODA PRAIA,commodity,5,463,30%,2018-11-30
24541,UNDERWARE,commodity,1,421,30%,2018-10-23
24546,UNDERWARE,commodity,1,396,30%,2018-11-26
24576,UNDERWARE,commodity,1,548,30%,2018-11-08
24592,LINHA NOITE,seasonal,1,384,30%,2018-12-05
24722,UNDERWARE,commodity,1,490,30%,2018-11-16
24850,MODA PRAIA,commodity,1,417,30%,2018-10-23
25012,VESTUARIO,fashion,1,517,30%,2018-11-05
25027,UNDERWARE,commodity,2,395,30%,2018-11-06
25033,VESTUARIO,fashion,1,386,30%,2018-12-12
25119,UNDERWARE,commodity,3,565,30%,2018-11-26
25133,UNDERWARE,commodity,1,456,30%,2018-11-09
25266,UNDERWARE,commodity,2,369,30%,2018-12-06
25289,VESTUARIO,fashion,1,427,30%,2018-11-24
25754,UNDERWARE,commodity,1,412,30%,2018-12-12
25756,UNDERWARE,commodity,1,605,30%,2018-10-20
25895,MODA PRAIA,seasonal,1,428,30%,2018-11-16
25896,MODA PRAIA,seasonal,1,457,30%,2018-10-31
25899,UNDERWARE,commodity,1,531,30%,2018-12-01
25900,UNDERWARE,commodity,1,584,30%,2018-12-11
25904,FITNESS,commodity,8,415,30%,2018-12-12
25905,FITNESS,commodity,4,447,30%,2018-10-29
25906,FITNESS,commodity,3,497,30%,2018-10-22
25920,FITNESS,commodity,1,464,30%,2018-11-26
25922,FITNESS,commodity,1,460,30%,2018-11-01
26107,UNDERWARE,commodity,1,497,30%,2018-10-27
26108,UNDERWARE,commodity,1,470,30%,2018-11-03
26308,UNDERWARE,commodity,1,410,30%,2018-12-04
26310,UNDERWARE,commodity,3,369,30%,2018-12-09
26391,LINHA NOITE,seasonal,1,694,30%,2018-11-24
26402,VESTUARIO,fashion,1,451,30%,2018-11-08
26427,VESTUARIO,fashion,1,389,30%,2018-12-12
26489,UNDERWARE,commodity,1,464,30%,2018-10-31
26853,UNDERWARE,commodity,5,374,30%,2018-11-24
26854,UNDERWARE,commodity,2,371,30%,2018-12-09
26872,UNDERWARE,commodity,1,401,30%,2018-11-30
26895,UNDERWARE,commodity,12,378,30%,2018-12-01
26974,MODA PRAIA,commodity,5,453,30%,2018-12-10
26986,UNDERWARE,commodity,3,416,30%,2018-12-10
27058,LINHA NOITE,seasonal,1,441,30%,2018-11-08
27066,LINHA NOITE,seasonal,1,430,30%,2018-11-12
27067,LINHA NOITE,seasonal,1,401,30%,2018-11-14
27070,LINHA NOITE,seasonal,1,489,30%,2018-12-08
27082,LINHA NOITE,seasonal,1,390,30%,2018-11-12
27197,UNDERWARE,commodity,6,437,30%,2018-11-23
27427,VESTUARIO,fashion,1,366,30%,2018-12-07
27428,VESTUARIO,fashion,1,514,30%,2018-12-07
27430,VESTUARIO,fashion,1,653,30%,2018-11-10
27432,VESTUARIO,fashion,1,373,30%,2018-11-28
27440,VESTUARIO,fashion,1,396,30%,2018-12-01
27441,VESTUARIO,fashion,1,393,30%,2018-12-02
27816,MODA PRAIA,commodity,1,404,30%,2018-11-30
27821,MODA PRAIA,commodity,1,521,30%,2018-12-06
27822,MODA PRAIA,commodity,1,377,30%,2018-12-05
27824,MODA PRAIA,commodity,1,443,30%,2018-12-12
27839,UNDERWARE,commodity,1,465,30%,2018-11-13
27840,UNDERWARE,commodity,2,535,30%,2018-12-08
27914,UNDERWARE,commodity,1,434,30%,2018-11-08
27915,UNDERWARE,commodity,1,463,30%,2018-12-08
27932,UNDERWARE,commodity,1,749,30%,2018-11-06
27933,UNDERWARE,commodity,1,407,30%,2018-12-10
27935,UNDERWARE,commodity,1,459,30%,2018-11-06
27999,MODA PRAIA,commodity,3,526,30%,2018-11-01
28023,UNDERWARE,commodity,1,403,30%,2018-11-10
28024,UNDERWARE,commodity,1,371,30%,2018-11-27
28320,MODA PRAIA,commodity,1,439,30%,2018-12-07
28321,MODA PRAIA,commodity,1,619,30%,2018-11-08
28322,MODA PRAIA,commodity,1,357,30%,2018-12-10
28357,UNDERWARE,commodity,1,425,30%,2018-11-22
28363,UNDERWARE,commodity,6,412,30%,2018-11-28
28466,UNDERWARE,commodity,4,486,30%,2018-11-17
28492,EROTICA,commodity,2,440,30%,2018-11-10
28561,EROTICA,commodity,1,499,30%,2018-11-06
28563,EROTICA,commodity,1,414,30%,2018-11-24
28716,UNDERWARE,commodity,1,533,30%,2018-11-17
28720,UNDERWARE,commodity,1,449,30%,2018-12-07
28915,MODA PRAIA,commodity,5,526,30%,2018-12-06
28933,UNDERWARE,commodity,6,427,30%,2018-10-27
28934,UNDERWARE,commodity,2,474,30%,2018-12-08
28939,UNDERWARE,commodity,1,695,30%,2018-12-10
28941,UNDERWARE,commodity,1,548,30%,2018-10-29
28942,UNDERWARE,commodity,1,422,30%,2018-11-09
28944,UNDERWARE,commodity,1,442,30%,2018-12-08
28945,UNDERWARE,commodity,1,402,30%,2018-11-16
28948,UNDERWARE,commodity,1,526,30%,2018-11-21
28964,VESTUARIO,fashion,1,413,30%,2018-11-09
28968,VESTUARIO,fashion,1,473,30%,2018-11-14
28972,VESTUARIO,fashion,1,387,30%,2018-12-07
28991,VESTUARIO,fashion,1,569,30%,2018-11-17
29016,UNDERWARE,commodity,4,602,30%,2018-11-22
29017,UNDERWARE,commodity,3,366,30%,2018-12-07
29018,UNDERWARE,commodity,2,415,30%,2018-11-24
29025,UNDERWARE,commodity,1,375,30%,2018-12-10
29761,VESTUARIO,fashion,1,424,30%,2018-12-03
29864,UNDERWARE,commodity,1,472,30%,2018-11-26
29963,UNDERWARE,commodity,3,393,30%,2018-12-12
29981,UNDERWARE,commodity,3,431,30%,2018-11-24
29985,UNDERWARE,commodity,3,552,30%,2018-11-14
29987,UNDERWARE,commodity,1,567,30%,2018-11-30
29989,UNDERWARE,commodity,1,419,30%,2018-12-12
29990,UNDERWARE,commodity,1,436,30%,2018-12-12
29991,UNDERWARE,commodity,1,367,30%,2018-12-12
29992,UNDERWARE,commodity,1,381,30%,2018-12-06
30002,VESTUARIO,fashion,1,506,30%,2018-12-06
30005,VESTUARIO,fashion,1,425,30%,2018-12-11
30010,VESTUARIO,fashion,1,366,30%,2018-12-08
30014,VESTUARIO,fashion,1,411,30%,2018-12-06
30015,VESTUARIO,fashion,1,471,30%,2018-12-06
30029,VESTUARIO,fashion,1,359,30%,2018-12-12
30046,VESTUARIO,fashion,1,607,30%,2018-12-12
30150,MODA PRAIA,commodity,2,449,30%,2018-11-08
30151,MODA PRAIA,commodity,1,417,30%,2018-11-24
30152,MODA PRAIA,commodity,1,414,30%,2018-11-12
30155,MODA PRAIA,commodity,2,379,30%,2018-11-30
30158,MODA PRAIA,commodity,1,372,30%,2018-12-01
30236,UNDERWARE,commodity,1,368,30%,2018-12-07
30239,UNDERWARE,commodity,1,428,30%,2018-10-20
30250,UNDERWARE,commodity,1,502,30%,2018-11-13
30287,UNDERWARE,commodity,1,424,30%,2018-11-06
30288,UNDERWARE,commodity,2,408,30%,2018-11-06
30323,UNDERWARE,commodity,1,403,30%,2018-11-10
30368,VESTUARIO,fashion,1,463,30%,2018-11-01
30388,VESTUARIO,fashion,1,468,30%,2018-11-22
30409,VESTUARIO,fashion,1,506,30%,2018-10-20
30466,UNDERWARE,commodity,1,418,30%,2018-10-26
30469,UNDERWARE,commodity,1,722,30%,2018-10-25
30471,UNDERWARE,commodity,1,537,30%,2018-11-21
30476,UNDERWARE,commodity,2,741,30%,2018-11-14
30478,UNDERWARE,commodity,1,588,30%,2018-10-23
30479,UNDERWARE,commodity,1,448,30%,2018-10-20
30554,UNDERWARE,commodity,2,481,30%,2018-11-01
30561,UNDERWARE,commodity,1,554,30%,2018-10-24
30566,UNDERWARE,commodity,6,447,30%,2018-12-07
30572,UNDERWARE,commodity,5,446,30%,2018-12-10
30573,UNDERWARE,commodity,1,391,30%,2018-11-24
30600,UNDERWARE,commodity,4,424,30%,2018-11-17
30656,MODA PRAIA,seasonal,3,576,30%,2018-11-07
30806,UNDERWARE,commodity,1,400,30%,2018-12-12
30809,UNDERWARE,commodity,1,438,30%,2018-12-07
30884,UNDERWARE,commodity,2,389,30%,2018-11-23
30888,UNDERWARE,commodity,1,480,30%,2018-11-30
30892,UNDERWARE,commodity,2,694,30%,2018-10-31
30894,UNDERWARE,commodity,1,624,30%,2018-12-09
30901,UNDERWARE,commodity,3,607,30%,2018-11-26
31028,UNDERWARE,commodity,4,434,30%,2018-10-30
31029,UNDERWARE,commodity,4,452,30%,2018-11-09
31035,UNDERWARE,commodity,7,514,30%,2018-11-16
31039,UNDERWARE,commodity,1,719,30%,2018-12-06
31044,UNDERWARE,commodity,2,469,30%,2018-12-12
31048,UNDERWARE,commodity,3,482,30%,2018-12-04
31056,UNDERWARE,commodity,3,493,30%,2018-11-17
31067,UNDERWARE,commodity,1,392,30%,2018-11-16
31577,MODA PRAIA,seasonal,1,440,30%,2018-11-14
31578,MODA PRAIA,seasonal,1,440,30%,2018-10-26
31579,MODA PRAIA,seasonal,1,390,30%,2018-11-07
31580,MODA PRAIA,commodity,1,497,30%,2018-11-08
31581,MODA PRAIA,commodity,4,391,30%,2018-11-17
31587,MODA PRAIA,commodity,1,417,30%,2018-11-22
31588,MODA PRAIA,commodity,2,481,30%,2018-12-07
31590,MODA PRAIA,commodity,1,428,30%,2018-12-12
31591,MODA PRAIA,commodity,1,460,30%,2018-11-14
31594,MODA PRAIA,commodity,3,741,30%,2018-11-14
31798,VESTUARIO,fashion,1,486,30%,2018-10-26
34815,UNDERWARE,commodity,3,403,30%,2018-11-30
34834,VESTUARIO,fashion,1,432,30%,2018-11-30
34938,FITNESS,commodity,1,507,30%,2018-12-02
34939,FITNESS,commodity,1,483,30%,2018-10-26
34970,FITNESS,commodity,1,394,30%,2018-12-07
34971,FITNESS,commodity,1,368,30%,2018-12-02
34974,FITNESS,commodity,1,473,30%,2018-11-26
35031,MODA PRAIA,commodity,5,559,30%,2018-11-19
35032,MODA PRAIA,commodity,1,364,30%,2018-12-05
35050,MODA PRAIA,commodity,3,420,30%,2018-10-29
35070,UNDERWARE,commodity,1,492,30%,2018-10-23
35140,LINHA NOITE,seasonal,1,495,30%,2018-12-04
35142,LINHA NOITE,seasonal,1,387,30%,2018-11-21
35158,LINHA NOITE,seasonal,1,469,30%,2018-11-30
35202,VESTUARIO,fashion,2,437,30%,2018-11-24
35206,VESTUARIO,fashion,9,473,30%,2018-10-23
35207,UNDERWARE,commodity,1,378,30%,2018-11-30
15068,UNDERWARE,commodity,224,75,10%,2019-12-01
15103,VESTUARIO,fashion,49,194,30%,2020-03-17
16372,VESTUARIO,fashion,50,359,30%,2019-12-01
20887,VESTUARIO,fashion,49,264,30%,2019-12-01
21843,LINHA NOITE,commodity,110,69,10%,2019-12-01
22967,VESTUARIO,fashion,49,249,30%,2019-12-01
23323,VESTUARIO,fashion,45,149,20%,2020-06-28
24923,VESTUARIO,fashion,47,101,20%,2020-08-15
25029,UNDERWARE,commodity,109,60,10%,2019-12-01
31077,VESTUARIO,fashion,49,151,20%,2019-12-01
952,UNDERWARE,commodity,220,67,10%,2019-12-02
16756,VESTUARIO,fashion,49,221,30%,2019-12-02
20061,VESTUARIO,fashion,46,119,20%,2020-07-23
24764,VESTUARIO,fashion,50,93,20%,2019-12-02
34375,VESTUARIO,fashion,47,166,20%,2020-04-26
18252,VESTUARIO,fashion,49,312,30%,2019-12-03
20055,VESTUARIO,fashion,50,111,20%,2019-12-03
20093,VESTUARIO,fashion,49,122,20%,2019-12-03
20428,VESTUARIO,fashion,24,94,20%,2019-12-03
21237,VESTUARIO,fashion,49,111,20%,2019-12-03
21963,FITNESS,commodity,109,63,10%,2019-12-03
30372,VESTUARIO,fashion,51,157,20%,2019-12-03
33227,VESTUARIO,fashion,23,114,20%,2020-03-07
33988,VESTUARIO,fashion,49,170,20%,2019-12-03
35195,VESTUARIO,fashion,46,169,20%,2020-06-08
19315,VESTUARIO,fashion,25,77,10%,2019-12-04
20451,VESTUARIO,fashion,45,113,20%,2020-08-03
21184,VESTUARIO,fashion,45,124,20%,2020-05-31
27153,VESTUARIO,fashion,48,204,30%,2020-02-07
27793,LINHA NOITE,seasonal,207,72,10%,2019-12-04
33760,VESTUARIO,fashion,45,129,20%,2020-04-14
33782,VESTUARIO,fashion,49,122,20%,2019-12-04
33986,VESTUARIO,fashion,47,107,20%,2020-08-09
231,EROTICA,commodity,109,72,10%,2019-12-05
17314,VESTUARIO,commodity,109,62,10%,2019-12-05
20873,LINHA NOITE,commodity,218,62,10%,2019-12-05
21293,VESTUARIO,fashion,48,99,20%,2020-02-21
22867,VESTUARIO,fashion,49,121,20%,2019-12-05
24404,BIJU / JOIAS,fashion,49,150,20%,2019-12-05
33278,VESTUARIO,fashion,49,107,20%,2019-12-05
33863,ACESSORIOS,fashion,49,128,20%,2020-03-15
7979,VESTUARIO,fashion,46,140,20%,2020-03-23
17990,FITNESS,commodity,41,138,20%,2020-07-09
20818,VESTUARIO,fashion,22,141,20%,2020-05-06
20876,LINHA NOITE,commodity,220,61,10%,2019-12-06
21078,FITNESS,commodity,110,60,10%,2019-12-06
21991,FITNESS,commodity,110,64,10%,2019-12-06
30568,UNDERWARE,commodity,217,62,10%,2019-12-06
20461,VESTUARIO,fashion,48,116,20%,2020-03-03
20906,VESTUARIO,fashion,46,106,20%,2020-05-03
21234,VESTUARIO,fashion,49,206,30%,2019-12-07
